web-scraper-order,web-scraper-start-url,links,links-href,pages,pages-href
"1682283666-212","https://www.google.com/search?q=rahul+gandhi&biw=743&bih=750&sxsrf=APwXEdfzWRL4Ob-eURCUKHdqEBroa1mZOg%3A1682283558453&source=lnt&tbs=cdr%3A1%2Ccd_min%3A9%2F7%2F2021%2Ccd_max%3A1%2F30%2F2022&tbm=nws","The QuintSachin Pilot Met Rahul Gandhi To Discuss Rajasthan Cabinet ...Former Rajasthan Deputy Chief Minister Sachin Pilot met Congress leader and 
former party chief Rahul Gandhi on Friday, 17 September, to discuss the....21-Sept-2021","https://www.thequint.com/news/india/sachin-pilot-rahul-gandhi-congress-rajasthan-cabinet-reshuffle","9","https://www.google.com/search?q=rahul+gandhi&biw=743&bih=750&tbs=cdr:1,cd_min:9/7/2021,cd_max:1/30/2022&tbm=nws&sxsrf=APwXEdcrIc0IEbw1XaXM957cwpY8DG2vRQ:1682283655312&ei=h5xFZJvZEoudseMPkrKVyAw&start=80&sa=N&ved=2ahUKEwjbuL798sD-AhWLTmwGHRJZBckQ8tMDegQIBBAS"
"1682283666-213","https://www.google.com/search?q=rahul+gandhi&biw=743&bih=750&sxsrf=APwXEdfzWRL4Ob-eURCUKHdqEBroa1mZOg%3A1682283558453&source=lnt&tbs=cdr%3A1%2Ccd_min%3A9%2F7%2F2021%2Ccd_max%3A1%2F30%2F2022&tbm=nws","Mid-DayMagistrate summoned Rahul Gandhi as evidence prima facie points to offence, 
complainant tells Bombay HCThe Bombay High Court posted Gandhi's petition challenging the summons for 
... A BJP worker, who had filed a defamation complaint against Rahul Gandhi 
over....16-Dec-2021","https://www.mid-day.com/mumbai/mumbai-news/article/magistrate-summoned-rahul-gandhi-as-evidence-prima-facie-points-to-offence-complainant-tells-bombay-hc-23205354","9","https://www.google.com/search?q=rahul+gandhi&biw=743&bih=750&tbs=cdr:1,cd_min:9/7/2021,cd_max:1/30/2022&tbm=nws&sxsrf=APwXEdcrIc0IEbw1XaXM957cwpY8DG2vRQ:1682283655312&ei=h5xFZJvZEoudseMPkrKVyAw&start=80&sa=N&ved=2ahUKEwjbuL798sD-AhWLTmwGHRJZBckQ8tMDegQIBBAS"
"1682283666-214","https://www.google.com/search?q=rahul+gandhi&biw=743&bih=750&sxsrf=APwXEdfzWRL4Ob-eURCUKHdqEBroa1mZOg%3A1682283558453&source=lnt&tbs=cdr%3A1%2Ccd_min%3A9%2F7%2F2021%2Ccd_max%3A1%2F30%2F2022&tbm=nws","Jansattaराहुल गांधी को खुद नहीं पता वो हिंदू हैं, मुस्लिम या क्रिश्‍चयन? हरियाणा के 
बीजेपी विधायक ने साधा निशानाrahul gandhi hindu muslim or Christian. बीजेपी विधायक असीम गोयल। Photo 
Credit: Ani. कांग्रेस के वरिष्‍ठ नेता....26-Dec-2021","https://www.jansatta.com/politics/rahul-gandhi-himself-doesnt-know-if-he-is-hindu-muslim-or-christian-haryana-bjp-mla/1974538/","9","https://www.google.com/search?q=rahul+gandhi&biw=743&bih=750&tbs=cdr:1,cd_min:9/7/2021,cd_max:1/30/2022&tbm=nws&sxsrf=APwXEdcrIc0IEbw1XaXM957cwpY8DG2vRQ:1682283655312&ei=h5xFZJvZEoudseMPkrKVyAw&start=80&sa=N&ved=2ahUKEwjbuL798sD-AhWLTmwGHRJZBckQ8tMDegQIBBAS"
"1682283666-215","https://www.google.com/search?q=rahul+gandhi&biw=743&bih=750&sxsrf=APwXEdfzWRL4Ob-eURCUKHdqEBroa1mZOg%3A1682283558453&source=lnt&tbs=cdr%3A1%2Ccd_min%3A9%2F7%2F2021%2Ccd_max%3A1%2F30%2F2022&tbm=nws","Hindustan TimesGoa assembly polls: Rahul Gandhi to hold virtual rally in CM Sawant’s 
Sanquelim constituency on Feb 2The visit will be Rahul Gandhi's first since the Election Commission of 
India announced the schedule for the assembly polls in Goa..29-Jan-2022","https://www.hindustantimes.com/elections/goa-assembly-election/goa-assembly-polls-rahul-gandhi-to-hold-virtual-rally-in-cm-sawant-s-sanquelim-constituency-on-feb-2-101643462752820.html","9","https://www.google.com/search?q=rahul+gandhi&biw=743&bih=750&tbs=cdr:1,cd_min:9/7/2021,cd_max:1/30/2022&tbm=nws&sxsrf=APwXEdcrIc0IEbw1XaXM957cwpY8DG2vRQ:1682283655312&ei=h5xFZJvZEoudseMPkrKVyAw&start=80&sa=N&ved=2ahUKEwjbuL798sD-AhWLTmwGHRJZBckQ8tMDegQIBBAS"
"1682283669-216","https://www.google.com/search?q=rahul+gandhi&biw=743&bih=750&sxsrf=APwXEdfzWRL4Ob-eURCUKHdqEBroa1mZOg%3A1682283558453&source=lnt&tbs=cdr%3A1%2Ccd_min%3A9%2F7%2F2021%2Ccd_max%3A1%2F30%2F2022&tbm=nws","Tribune IndiaRahul Gandhi 'pickpocketed' during Amritsar visit?SAD leader Harsimrat Kaur Badal has created a political furore in the 
politically charged atmosphere by tweeting, “Who picked Congress leader 
Rahul Gandhi's....30-Jan-2022","https://www.tribuneindia.com/news/punjab/rahul-gandhi-pickpocketed-during-amritsar-visit-365379","8","https://www.google.com/search?q=rahul+gandhi&biw=743&bih=750&tbs=cdr:1,cd_min:9/7/2021,cd_max:1/30/2022&tbm=nws&sxsrf=APwXEdcrIc0IEbw1XaXM957cwpY8DG2vRQ:1682283655312&ei=h5xFZJvZEoudseMPkrKVyAw&start=70&sa=N&ved=2ahUKEwjbuL798sD-AhWLTmwGHRJZBckQ8tMDegQIBBAQ"
"1682283669-217","https://www.google.com/search?q=rahul+gandhi&biw=743&bih=750&sxsrf=APwXEdfzWRL4Ob-eURCUKHdqEBroa1mZOg%3A1682283558453&source=lnt&tbs=cdr%3A1%2Ccd_min%3A9%2F7%2F2021%2Ccd_max%3A1%2F30%2F2022&tbm=nws","Deccan HeraldRahul Gandhi again targets Modi govt on Chinese incursionsTop Congress leader Rahul Gandhi on Sunday once again targeted the 
government over the Chinese ""incursions"" in Ladakh and Uttarakhand by 
taking a swipe at....03-Oct-2021","https://www.deccanherald.com/national/national-politics/rahul-gandhi-again-targets-modi-govt-on-chinese-incursions-1036870.html","8","https://www.google.com/search?q=rahul+gandhi&biw=743&bih=750&tbs=cdr:1,cd_min:9/7/2021,cd_max:1/30/2022&tbm=nws&sxsrf=APwXEdcrIc0IEbw1XaXM957cwpY8DG2vRQ:1682283655312&ei=h5xFZJvZEoudseMPkrKVyAw&start=70&sa=N&ved=2ahUKEwjbuL798sD-AhWLTmwGHRJZBckQ8tMDegQIBBAQ"
"1682283669-218","https://www.google.com/search?q=rahul+gandhi&biw=743&bih=750&sxsrf=APwXEdfzWRL4Ob-eURCUKHdqEBroa1mZOg%3A1682283558453&source=lnt&tbs=cdr%3A1%2Ccd_min%3A9%2F7%2F2021%2Ccd_max%3A1%2F30%2F2022&tbm=nws","The Hindu Business LineNew Covid variant a serious threat: Rahul GandhiFormer Congress chief Rahul Gandhi has expressed concern over the emergence 
of a new coronavirus variant and asked the government to provide vaccine....27-Nov-2021","https://www.thehindubusinessline.com/news/national/new-covid-variant-a-serious-threat-rahul/article37718639.ece","8","https://www.google.com/search?q=rahul+gandhi&biw=743&bih=750&tbs=cdr:1,cd_min:9/7/2021,cd_max:1/30/2022&tbm=nws&sxsrf=APwXEdcrIc0IEbw1XaXM957cwpY8DG2vRQ:1682283655312&ei=h5xFZJvZEoudseMPkrKVyAw&start=70&sa=N&ved=2ahUKEwjbuL798sD-AhWLTmwGHRJZBckQ8tMDegQIBBAQ"
"1682283669-219","https://www.google.com/search?q=rahul+gandhi&biw=743&bih=750&sxsrf=APwXEdfzWRL4Ob-eURCUKHdqEBroa1mZOg%3A1682283558453&source=lnt&tbs=cdr%3A1%2Ccd_min%3A9%2F7%2F2021%2Ccd_max%3A1%2F30%2F2022&tbm=nws","Republic WorldRahul Gandhi condoles demise of Oscar Fernandes, terms it 'personal loss'Congress former President and Wayanad MP Rahul Gandhi expressed his 
condolences over the demise of former Union Minister Oscar Fernandes..13-Sept-2021","https://www.republicworld.com/india-news/politics/rahul-gandhi-condoles-demise-of-oscar-fernandes-terms-it-personal-loss.html","8","https://www.google.com/search?q=rahul+gandhi&biw=743&bih=750&tbs=cdr:1,cd_min:9/7/2021,cd_max:1/30/2022&tbm=nws&sxsrf=APwXEdcrIc0IEbw1XaXM957cwpY8DG2vRQ:1682283655312&ei=h5xFZJvZEoudseMPkrKVyAw&start=70&sa=N&ved=2ahUKEwjbuL798sD-AhWLTmwGHRJZBckQ8tMDegQIBBAQ"
"1682283669-220","https://www.google.com/search?q=rahul+gandhi&biw=743&bih=750&sxsrf=APwXEdfzWRL4Ob-eURCUKHdqEBroa1mZOg%3A1682283558453&source=lnt&tbs=cdr%3A1%2Ccd_min%3A9%2F7%2F2021%2Ccd_max%3A1%2F30%2F2022&tbm=nws","ANI NewsRahul Gandhi tweet controversy: Delhi HC issues notice to ...Rahul Gandhi tweet controversy: Delhi HC issues notice to Twitter. ANI | 
Updated: Oct 05, 2021 13:00 IST..05-Oct-2021","https://www.aninews.in/news/national/general-news/rahul-gandhi-tweet-controversy-delhi-hc-issues-notice-to-twitter20211005130036","8","https://www.google.com/search?q=rahul+gandhi&biw=743&bih=750&tbs=cdr:1,cd_min:9/7/2021,cd_max:1/30/2022&tbm=nws&sxsrf=APwXEdcrIc0IEbw1XaXM957cwpY8DG2vRQ:1682283655312&ei=h5xFZJvZEoudseMPkrKVyAw&start=70&sa=N&ved=2ahUKEwjbuL798sD-AhWLTmwGHRJZBckQ8tMDegQIBBAQ"
"1682283669-221","https://www.google.com/search?q=rahul+gandhi&biw=743&bih=750&sxsrf=APwXEdfzWRL4Ob-eURCUKHdqEBroa1mZOg%3A1682283558453&source=lnt&tbs=cdr%3A1%2Ccd_min%3A9%2F7%2F2021%2Ccd_max%3A1%2F30%2F2022&tbm=nws","The Indian Express‘Covid-19 boosters need of the hour’: Chidambaram, Rahul Gandhi mount 
pressure on govtSenior Congress leaders, including P Chidambaram and Rahul Gandhi, have 
started mounting pressure on the Centre to allow booster shots, even though 
the....23-Dec-2021","https://indianexpress.com/article/india/omicron-covid-19-boosters-p-chidambaram-rahul-gandhi-7686331/","8","https://www.google.com/search?q=rahul+gandhi&biw=743&bih=750&tbs=cdr:1,cd_min:9/7/2021,cd_max:1/30/2022&tbm=nws&sxsrf=APwXEdcrIc0IEbw1XaXM957cwpY8DG2vRQ:1682283655312&ei=h5xFZJvZEoudseMPkrKVyAw&start=70&sa=N&ved=2ahUKEwjbuL798sD-AhWLTmwGHRJZBckQ8tMDegQIBBAQ"
"1682283669-222","https://www.google.com/search?q=rahul+gandhi&biw=743&bih=750&sxsrf=APwXEdfzWRL4Ob-eURCUKHdqEBroa1mZOg%3A1682283558453&source=lnt&tbs=cdr%3A1%2Ccd_min%3A9%2F7%2F2021%2Ccd_max%3A1%2F30%2F2022&tbm=nws","Navbharat TimesRahul Gandhi: 'ये हिन्दुओं का देश हैं हिन्दुत्ववादियों का नहीं', महंगाई को 
लेकर भी मोदी पर बरसे राहुलRahul Gandhi: 'ये हिन्दुओं का देश हैं हिन्दुत्ववादियों का नहीं', महंगाई को 
लेकर भी मोदी पर बरसे....12-Dec-2021","https://navbharattimes.indiatimes.com/state/rajasthan/jaipur/rahul-gandhi-speech-at-congress-rally-in-jaipur-live/articleshow/88237541.cms","8","https://www.google.com/search?q=rahul+gandhi&biw=743&bih=750&tbs=cdr:1,cd_min:9/7/2021,cd_max:1/30/2022&tbm=nws&sxsrf=APwXEdcrIc0IEbw1XaXM957cwpY8DG2vRQ:1682283655312&ei=h5xFZJvZEoudseMPkrKVyAw&start=70&sa=N&ved=2ahUKEwjbuL798sD-AhWLTmwGHRJZBckQ8tMDegQIBBAQ"
"1682283669-223","https://www.google.com/search?q=rahul+gandhi&biw=743&bih=750&sxsrf=APwXEdfzWRL4Ob-eURCUKHdqEBroa1mZOg%3A1682283558453&source=lnt&tbs=cdr%3A1%2Ccd_min%3A9%2F7%2F2021%2Ccd_max%3A1%2F30%2F2022&tbm=nws","India TodayWhy Sharad Pawar sees Rahul Gandhi as a powerless landlordMore importantly, Rahul Gandhi's leadership remains non-negotiable to them. 
Pawar has hinted that this could be a roadblock to achieving opposition 
unity. Asked....14-Sept-2021","https://www.indiatoday.in/india-today-insight/story/why-sharad-pawar-sees-rahul-gandhi-as-a-powerless-landlord-1852680-2021-09-14","8","https://www.google.com/search?q=rahul+gandhi&biw=743&bih=750&tbs=cdr:1,cd_min:9/7/2021,cd_max:1/30/2022&tbm=nws&sxsrf=APwXEdcrIc0IEbw1XaXM957cwpY8DG2vRQ:1682283655312&ei=h5xFZJvZEoudseMPkrKVyAw&start=70&sa=N&ved=2ahUKEwjbuL798sD-AhWLTmwGHRJZBckQ8tMDegQIBBAQ"
"1682283669-224","https://www.google.com/search?q=rahul+gandhi&biw=743&bih=750&sxsrf=APwXEdfzWRL4Ob-eURCUKHdqEBroa1mZOg%3A1682283558453&source=lnt&tbs=cdr%3A1%2Ccd_min%3A9%2F7%2F2021%2Ccd_max%3A1%2F30%2F2022&tbm=nws","ThePrintRahul Gandhi can’t spot Congress sinking, and what politics has done to 
Gandhian idealsRahul Gandhi can't spot Congress sinking, and what politics has done to 
Gandhian ideals. The best cartoons of the day, chosen by the editors at 
ThePrint..01-Oct-2021","https://theprint.in/last-laughs/rahul-gandhi-cant-spot-congress-sinking-and-what-politics-has-done-to-gandhian-ideals/743541/","8","https://www.google.com/search?q=rahul+gandhi&biw=743&bih=750&tbs=cdr:1,cd_min:9/7/2021,cd_max:1/30/2022&tbm=nws&sxsrf=APwXEdcrIc0IEbw1XaXM957cwpY8DG2vRQ:1682283655312&ei=h5xFZJvZEoudseMPkrKVyAw&start=70&sa=N&ved=2ahUKEwjbuL798sD-AhWLTmwGHRJZBckQ8tMDegQIBBAQ"
"1682283669-225","https://www.google.com/search?q=rahul+gandhi&biw=743&bih=750&sxsrf=APwXEdfzWRL4Ob-eURCUKHdqEBroa1mZOg%3A1682283558453&source=lnt&tbs=cdr%3A1%2Ccd_min%3A9%2F7%2F2021%2Ccd_max%3A1%2F30%2F2022&tbm=nws","India TodayHathras case: Rahul says wait for justice continues, Priyanka calls UP CM 
'champion of anti-women mindset'Congress leaders Rahul and Priyanka Gandhi on Tuesday hit out at Uttar 
Pradesh chief minister Yogi Adityanath over the Hathras case. While 
Priyanka Gandhi....14-Sept-2021","https://www.indiatoday.in/india/story/hathras-case-rahul-priyanka-gandhi-slam-uttar-pradesh-chief-minister-yogi-adityanath-1852850-2021-09-14","8","https://www.google.com/search?q=rahul+gandhi&biw=743&bih=750&tbs=cdr:1,cd_min:9/7/2021,cd_max:1/30/2022&tbm=nws&sxsrf=APwXEdcrIc0IEbw1XaXM957cwpY8DG2vRQ:1682283655312&ei=h5xFZJvZEoudseMPkrKVyAw&start=70&sa=N&ved=2ahUKEwjbuL798sD-AhWLTmwGHRJZBckQ8tMDegQIBBAQ"
"1682283671-226","https://www.google.com/search?q=rahul+gandhi&biw=743&bih=750&sxsrf=APwXEdfzWRL4Ob-eURCUKHdqEBroa1mZOg%3A1682283558453&source=lnt&tbs=cdr%3A1%2Ccd_min%3A9%2F7%2F2021%2Ccd_max%3A1%2F30%2F2022&tbm=nws","Hindustan TimesCongress postpones Rahul Gandhi's proposed Dec 28 Mumbai rally amid Omicron 
spreadThe Congress on Tuesday postponed a proposed rally of party leader Rahul 
Gandhi in Maharashtra capital Mumbai as cases of Omicron variant of 
coronavirus....14-Dec-2021","https://www.hindustantimes.com/india-news/cong-postpones-rahul-gandhi-s-proposed-dec-28-mumbai-rally-amid-omicron-spread-101639499870395.html","7","https://www.google.com/search?q=rahul+gandhi&biw=743&bih=750&tbs=cdr:1,cd_min:9/7/2021,cd_max:1/30/2022&tbm=nws&sxsrf=APwXEdcrIc0IEbw1XaXM957cwpY8DG2vRQ:1682283655312&ei=h5xFZJvZEoudseMPkrKVyAw&start=60&sa=N&ved=2ahUKEwjbuL798sD-AhWLTmwGHRJZBckQ8tMDegQIBBAO"
"1682283671-227","https://www.google.com/search?q=rahul+gandhi&biw=743&bih=750&sxsrf=APwXEdfzWRL4Ob-eURCUKHdqEBroa1mZOg%3A1682283558453&source=lnt&tbs=cdr%3A1%2Ccd_min%3A9%2F7%2F2021%2Ccd_max%3A1%2F30%2F2022&tbm=nws","India TodayRahul Gandhi to visit Jammu tomorrow; BJP to launch mega outreach programme 
in J-KHe is scheduled to address the party workers and leaders in Jammu"", Raman 
Bhalla told India Today. advertisement. The Congress is hopeful that Rahul 
Gandhi's....08-Sept-2021","https://www.indiatoday.in/india/story/rahul-gandhi-visit-jammu-bjp-launches-mega-outreach-programme-jammu-kashmir-1850446-2021-09-08","7","https://www.google.com/search?q=rahul+gandhi&biw=743&bih=750&tbs=cdr:1,cd_min:9/7/2021,cd_max:1/30/2022&tbm=nws&sxsrf=APwXEdcrIc0IEbw1XaXM957cwpY8DG2vRQ:1682283655312&ei=h5xFZJvZEoudseMPkrKVyAw&start=60&sa=N&ved=2ahUKEwjbuL798sD-AhWLTmwGHRJZBckQ8tMDegQIBBAO"
"1682283671-228","https://www.google.com/search?q=rahul+gandhi&biw=743&bih=750&sxsrf=APwXEdfzWRL4Ob-eURCUKHdqEBroa1mZOg%3A1682283558453&source=lnt&tbs=cdr%3A1%2Ccd_min%3A9%2F7%2F2021%2Ccd_max%3A1%2F30%2F2022&tbm=nws","Telegraph IndiaRahul hits out at PM for his silence over ‘killings of farmers and BJP 
workers’Congress leader Rahul Gandhi Sunday hit out at Prime Minister Narendra Modi 
saying he remains silent on the ""killings of farmers and BJP workers"",....10-Oct-2021","https://www.telegraphindia.com/india/rahul-gandhi-hits-out-at-pm-for-his-silence-over-killings-of-farmers-and-bjp-workers/cid/1834150","7","https://www.google.com/search?q=rahul+gandhi&biw=743&bih=750&tbs=cdr:1,cd_min:9/7/2021,cd_max:1/30/2022&tbm=nws&sxsrf=APwXEdcrIc0IEbw1XaXM957cwpY8DG2vRQ:1682283655312&ei=h5xFZJvZEoudseMPkrKVyAw&start=60&sa=N&ved=2ahUKEwjbuL798sD-AhWLTmwGHRJZBckQ8tMDegQIBBAO"
"1682283671-229","https://www.google.com/search?q=rahul+gandhi&biw=743&bih=750&sxsrf=APwXEdfzWRL4Ob-eURCUKHdqEBroa1mZOg%3A1682283558453&source=lnt&tbs=cdr%3A1%2Ccd_min%3A9%2F7%2F2021%2Ccd_max%3A1%2F30%2F2022&tbm=nws","The Indian ExpressGujarat court asks Rahul Gandhi to appear on Oct 29 in defamation caseA magistrate court in Surat has directed Congress leader Rahul Gandhi to 
appear before it on October 29 to record his statement in connection with 
a....26-Oct-2021","https://indianexpress.com/article/cities/surat/gujarat-court-asks-rahul-gandhi-to-appear-on-oct-29-in-defamation-case-7591376/","7","https://www.google.com/search?q=rahul+gandhi&biw=743&bih=750&tbs=cdr:1,cd_min:9/7/2021,cd_max:1/30/2022&tbm=nws&sxsrf=APwXEdcrIc0IEbw1XaXM957cwpY8DG2vRQ:1682283655312&ei=h5xFZJvZEoudseMPkrKVyAw&start=60&sa=N&ved=2ahUKEwjbuL798sD-AhWLTmwGHRJZBckQ8tMDegQIBBAO"
"1682283671-230","https://www.google.com/search?q=rahul+gandhi&biw=743&bih=750&sxsrf=APwXEdfzWRL4Ob-eURCUKHdqEBroa1mZOg%3A1682283558453&source=lnt&tbs=cdr%3A1%2Ccd_min%3A9%2F7%2F2021%2Ccd_max%3A1%2F30%2F2022&tbm=nws","News18Ground Report: How Congress Lost Bhatta-Parsaul, Ground Zero of Rahul 
Gandhi’s First Successful AgitationBhatta Parsaul, an area which came to the limelight after the anti-land 
acquisition movement in 2011 and led to Rahul Gandhi successfully taking up 
farmers....22-Jan-2022","https://www.news18.com/news/politics/ground-report-how-congress-lost-bhatta-parsaul-ground-zero-of-rahul-gandhis-first-successful-agitation-4685729.html","7","https://www.google.com/search?q=rahul+gandhi&biw=743&bih=750&tbs=cdr:1,cd_min:9/7/2021,cd_max:1/30/2022&tbm=nws&sxsrf=APwXEdcrIc0IEbw1XaXM957cwpY8DG2vRQ:1682283655312&ei=h5xFZJvZEoudseMPkrKVyAw&start=60&sa=N&ved=2ahUKEwjbuL798sD-AhWLTmwGHRJZBckQ8tMDegQIBBAO"
"1682283671-231","https://www.google.com/search?q=rahul+gandhi&biw=743&bih=750&sxsrf=APwXEdfzWRL4Ob-eURCUKHdqEBroa1mZOg%3A1682283558453&source=lnt&tbs=cdr%3A1%2Ccd_min%3A9%2F7%2F2021%2Ccd_max%3A1%2F30%2F2022&tbm=nws","The StatesmanThe disintegration of Rahul’s teamDid former Congress President Rahul Gandhi nurture leaders who were 
weathercocks in his coterie? Going by the number of desertions of young 
Congress leaders....30-Jan-2022","https://www.thestatesman.com/opinion/disintegration-rahuls-team-1503042347.html","7","https://www.google.com/search?q=rahul+gandhi&biw=743&bih=750&tbs=cdr:1,cd_min:9/7/2021,cd_max:1/30/2022&tbm=nws&sxsrf=APwXEdcrIc0IEbw1XaXM957cwpY8DG2vRQ:1682283655312&ei=h5xFZJvZEoudseMPkrKVyAw&start=60&sa=N&ved=2ahUKEwjbuL798sD-AhWLTmwGHRJZBckQ8tMDegQIBBAO"
"1682283671-232","https://www.google.com/search?q=rahul+gandhi&biw=743&bih=750&sxsrf=APwXEdfzWRL4Ob-eURCUKHdqEBroa1mZOg%3A1682283558453&source=lnt&tbs=cdr%3A1%2Ccd_min%3A9%2F7%2F2021%2Ccd_max%3A1%2F30%2F2022&tbm=nws","Hindustan TimesRahul Gandhi may return to India from foreign trip in second week of Jan: 
ReportCongress is gearing up for the upcoming assembly elections in five states 
and Rahul Gandhi, who takes crucial decisions without a formal senior 
party....06-Jan-2022","https://www.hindustantimes.com/india-news/rahul-gandhi-may-return-to-india-from-foreign-trip-in-second-week-of-jan-report-101641432950104.html","7","https://www.google.com/search?q=rahul+gandhi&biw=743&bih=750&tbs=cdr:1,cd_min:9/7/2021,cd_max:1/30/2022&tbm=nws&sxsrf=APwXEdcrIc0IEbw1XaXM957cwpY8DG2vRQ:1682283655312&ei=h5xFZJvZEoudseMPkrKVyAw&start=60&sa=N&ved=2ahUKEwjbuL798sD-AhWLTmwGHRJZBckQ8tMDegQIBBAO"
"1682283671-233","https://www.google.com/search?q=rahul+gandhi&biw=743&bih=750&sxsrf=APwXEdfzWRL4Ob-eURCUKHdqEBroa1mZOg%3A1682283558453&source=lnt&tbs=cdr%3A1%2Ccd_min%3A9%2F7%2F2021%2Ccd_max%3A1%2F30%2F2022&tbm=nws","The Economic TimesView: Has Rahul Gandhi really got what he had planned?Comparitavely, this time Rahul Gandhi 24.0 is making himself searingly 
clear. ... But if Punjab politics is particle physics and Rahul its Niels 
Bohr,....02-Oct-2021","https://economictimes.indiatimes.com/opinion/et-commentary/view-rahul-gandhi-may-have-finally-played-a-masterstroke-in-punjab/articleshow/86712432.cms","7","https://www.google.com/search?q=rahul+gandhi&biw=743&bih=750&tbs=cdr:1,cd_min:9/7/2021,cd_max:1/30/2022&tbm=nws&sxsrf=APwXEdcrIc0IEbw1XaXM957cwpY8DG2vRQ:1682283655312&ei=h5xFZJvZEoudseMPkrKVyAw&start=60&sa=N&ved=2ahUKEwjbuL798sD-AhWLTmwGHRJZBckQ8tMDegQIBBAO"
"1682283671-234","https://www.google.com/search?q=rahul+gandhi&biw=743&bih=750&sxsrf=APwXEdfzWRL4Ob-eURCUKHdqEBroa1mZOg%3A1682283558453&source=lnt&tbs=cdr%3A1%2Ccd_min%3A9%2F7%2F2021%2Ccd_max%3A1%2F30%2F2022&tbm=nws","ANI NewsRahul Gandhi will visit Chhattisgarh on Feb 3 to inaugurate ...Rahul Gandhi will visit Chhattisgarh on Feb 3 to inaugurate 'Rajiv Gandhi 
Gramin Bhumiheen Krishi Mazduur Yojana': Baghel. ANI | Updated: Jan 29, 
2022 20:15 IST..29-Jan-2022","https://www.aninews.in/news/national/general-news/rahul-gandhi-will-visit-chhattisgarh-on-feb-3-to-inaugurate-rajiv-gandhi-gramin-bhumiheen-krishi-mazduur-yojana-baghel20220129201508","7","https://www.google.com/search?q=rahul+gandhi&biw=743&bih=750&tbs=cdr:1,cd_min:9/7/2021,cd_max:1/30/2022&tbm=nws&sxsrf=APwXEdcrIc0IEbw1XaXM957cwpY8DG2vRQ:1682283655312&ei=h5xFZJvZEoudseMPkrKVyAw&start=60&sa=N&ved=2ahUKEwjbuL798sD-AhWLTmwGHRJZBckQ8tMDegQIBBAO"
"1682283671-235","https://www.google.com/search?q=rahul+gandhi&biw=743&bih=750&sxsrf=APwXEdfzWRL4Ob-eURCUKHdqEBroa1mZOg%3A1682283558453&source=lnt&tbs=cdr%3A1%2Ccd_min%3A9%2F7%2F2021%2Ccd_max%3A1%2F30%2F2022&tbm=nws","Hindustan TimesRahul Gandhi to attend last rites of Oscar Fernandes in ...Congress leader Rahul Gandhi will visit Bengaluru on Thursday morning to 
attend the last rites of senior party Oscar Fernandes who passed away 
earlier this....16-Sept-2021","https://www.hindustantimes.com/cities/bengaluru-news/rahul-gandhi-to-attend-last-rites-of-oscar-fernandes-in-bengaluru-101631730539193.html","7","https://www.google.com/search?q=rahul+gandhi&biw=743&bih=750&tbs=cdr:1,cd_min:9/7/2021,cd_max:1/30/2022&tbm=nws&sxsrf=APwXEdcrIc0IEbw1XaXM957cwpY8DG2vRQ:1682283655312&ei=h5xFZJvZEoudseMPkrKVyAw&start=60&sa=N&ved=2ahUKEwjbuL798sD-AhWLTmwGHRJZBckQ8tMDegQIBBAO"
